time_updated,time_updatedISO,time_updateduk,disclaimer,chartName,bpi_USD_code,bpi_USD_symbol,bpi_USD_rate,bpi_USD_description,bpi_USD_rate_float,bpi_GBP_code,bpi_GBP_symbol,bpi_GBP_rate,bpi_GBP_description,bpi_GBP_rate_float,bpi_EUR_code,bpi_EUR_symbol,bpi_EUR_rate,bpi_EUR_description,bpi_EUR_rate_float
"Jan 21, 2024 05:11:36 UTC",2024-01-21T05:11:36+00:00,"Jan 21, 2024 at 05:11 GMT",This data was produced from the CoinDesk Bitcoin Price Index (USD). Non-USD currency data converted using hourly conversion rate from openexchangerates.org,Bitcoin,USD,&#36;,"41,719.11",United States Dollar,41719.1089,GBP,&pound;,"32,839.36",British Pound Sterling,32839.3634,EUR,&euro;,"38,258.51",Euro,38258.5088
